temperature,vibration,pressure,humidity,oil_quality,failure
70.57,7.68,3.57,38.31,38.69,0
53.21,2.92,4.57,59.88,61.86,0
45.04,0.35,3.98,28.89,55.67,0
51.65,1.64,6.12,44.13,55.47,0
74.32,4.7,6.54,26.89,51.5,0
70.38,3.23,4.83,16.37,57.98,0
67.48,0.44,4.85,41.06,60.59,0
65.58,2.24,4.94,27.01,99.71,0
94.14,6.78,4.98,44.11,44.95,1
60.13,4.23,6.5,51.3,85.61,0
81.13,3.62,9.52,23.18,87.16,1
70.02,2.53,4.74,57.45,23.97,1
69.27,2.35,5.85,26.94,50.26,0
84.12,4.86,3.73,34.28,63.03,0
87.55,3.86,3.87,35.01,67.58,0
67.13,5.43,3.47,48.23,37.77,0
79.59,4.87,7.01,53.51,61.23,0
74.37,3.55,6.06,52.81,72.59,0
70.09,4.46,4.42,34.56,38.08,0
72.45,2.02,5.32,52.96,63.92,0
61.74,3.38,6.15,57.84,48.51,0
66.33,6.85,6.79,36.06,61.23,0
63.03,3.53,5.61,21.57,50.34,0
80.82,2.96,5.14,39.88,57.96,0
68.86,4.03,6.98,62.13,57.88,0
54.43,0.59,3.34,71.01,95.1,0
61.32,4.05,2.12,12.98,100.0,0
31.61,7.74,6.88,48.98,100.0,0
64.07,1.48,4.33,50.52,23.31,1
70.45,4.17,7.01,66.93,76.33,0
68.37,3.44,7.88,47.5,59.93,0
93.76,3.38,7.78,47.77,45.84,1
76.9,3.33,0.48,39.67,91.2,1
76.37,5.29,6.2,30.69,62.51,0
50.28,0.75,4.24,36.5,81.62,0
65.62,5.22,4.02,50.88,83.29,0
64.16,3.67,5.56,27.42,77.13,0
60.57,0.91,4.06,63.11,58.99,0
60.4,4.45,6.12,48.98,59.17,0
48.3,3.78,6.98,21.64,66.7,0
54.69,1.32,4.7,49.01,91.18,0
80.49,3.9,5.54,36.53,83.67,0
68.29,0.21,4.31,69.89,60.59,0
63.92,1.79,5.7,21.3,63.45,0
69.94,3.59,7.13,43.12,97.12,0
84.01,0.71,5.61,32.39,42.82,0
70.05,0.62,4.82,55.47,31.26,0
76.48,1.0,6.97,59.22,49.43,0
59.84,3.7,4.39,24.43,100.0,0
62.58,4.6,4.43,47.56,43.48,0
74.25,1.27,4.0,70.73,48.33,0
92.71,1.13,2.65,58.06,70.53,1
87.16,3.85,3.71,68.46,68.27,0
76.99,3.78,5.08,50.46,85.87,0
71.82,1.75,5.34,24.48,87.69,0
86.81,8.07,3.55,20.74,57.39,1
79.54,3.96,4.23,36.55,71.95,0
42.48,3.07,2.16,34.42,68.87,0
57.35,2.53,8.28,70.7,50.77,0
74.06,6.02,7.2,74.89,74.76,0
48.56,4.86,3.93,55.18,67.36,0
59.23,0.84,5.21,54.4,70.98,0
61.6,1.76,3.68,31.68,53.77,0
66.93,2.38,6.54,52.66,87.5,0
66.55,3.47,5.96,23.63,46.07,0
66.53,5.07,3.03,28.27,50.15,0
79.9,0.82,3.54,67.57,100.0,0
66.82,3.3,4.9,49.56,57.46,0
65.38,7.75,7.08,55.67,66.36,0
53.81,3.57,4.43,8.07,61.78,0
82.29,1.76,6.96,38.18,44.19,0
61.94,0.16,5.47,37.2,41.0,0
56.96,2.28,3.75,61.31,56.36,0
72.56,0.8,4.37,59.22,58.58,0
60.8,2.51,5.95,58.27,49.83,0
63.69,4.86,6.26,46.9,72.78,0
73.1,3.59,6.4,66.16,81.63,0
66.08,2.3,5.32,33.04,70.56,0
97.74,0.98,5.67,40.7,57.59,1
69.1,5.58,8.38,71.22,83.34,0
77.41,2.62,8.61,46.51,75.89,0
46.7,3.77,5.07,64.32,92.67,0
59.67,1.22,2.35,38.22,53.55,0
56.96,2.48,5.19,46.87,50.2,0
58.55,2.05,5.17,60.85,79.44,0
74.99,0.17,3.11,64.96,64.68,0
82.43,1.23,5.19,43.74,69.05,0
74.14,3.46,3.43,24.33,100.0,0
67.28,4.25,5.57,31.32,47.44,0
62.43,1.79,5.89,39.19,72.36,0
83.36,0.49,5.79,52.12,68.22,0
94.86,2.61,6.48,33.52,87.05,1
71.62,5.45,5.7,51.93,27.57,1
81.27,1.15,6.18,49.4,57.18,0
74.12,3.53,6.94,38.08,75.55,0
79.07,1.85,4.34,16.74,65.79,0
56.03,6.32,4.78,52.53,67.45,0
64.14,2.23,4.47,19.63,52.7,0
74.75,5.16,3.88,57.69,75.74,0
84.55,6.04,4.55,77.39,86.47,1
60.18,7.35,6.25,45.34,95.18,0
45.6,0.12,6.09,37.3,67.14,0
64.02,0.0,2.46,67.77,64.49,0
82.12,6.41,7.57,40.9,69.89,0
50.99,6.0,6.27,49.01,50.41,0
55.88,1.96,5.34,54.99,59.68,0
71.87,4.59,2.93,32.96,49.3,0
68.61,3.7,3.22,67.77,72.31,0
77.13,0.29,7.25,62.05,52.55,0
55.26,1.43,6.51,78.66,66.5,1
66.1,3.95,6.69,53.7,66.59,0
84.34,4.29,4.8,39.99,61.75,0
55.69,7.45,6.96,26.7,93.17,0
87.72,2.57,2.95,46.94,80.67,0
57.19,1.06,3.15,46.54,75.68,0
80.19,5.79,6.51,63.94,81.21,0
65.52,4.44,3.62,42.18,55.41,0
56.26,2.59,4.94,34.14,51.41,0
64.04,3.58,2.34,18.12,75.64,0
76.54,2.55,0.73,43.51,49.08,1
69.92,5.23,3.47,34.33,53.32,0
83.42,7.72,4.43,39.04,62.37,0
87.23,1.69,3.61,41.95,12.8,1
55.8,4.55,5.93,46.44,51.5,0
54.92,0.32,6.52,31.35,80.04,0
54.34,0.82,5.92,34.7,67.28,0
59.21,4.91,3.27,66.76,75.76,0
83.25,3.32,5.79,41.09,77.82,0
76.72,0.73,3.16,55.74,48.89,0
63.46,3.52,7.79,39.21,28.34,1
69.87,5.7,5.07,41.14,66.53,0
86.85,0.12,3.72,60.35,60.27,0
92.9,7.87,5.08,37.04,53.49,1
73.11,4.93,5.25,58.07,54.49,0
38.09,4.98,6.06,53.88,84.45,0
73.57,3.5,2.17,39.2,49.65,0
81.22,7.87,3.96,27.82,73.79,0
72.7,5.91,5.72,56.68,77.96,0
78.72,2.58,6.17,35.67,84.05,0
74.28,5.39,9.91,40.63,41.34,1
55.18,1.67,7.07,36.88,60.63,0
59.37,2.8,3.97,19.2,100.0,0
66.15,7.17,7.66,45.29,100.0,0
82.78,4.47,5.87,13.56,100.0,0
60.81,5.15,7.05,54.33,77.76,0
75.47,6.42,5.7,54.75,70.44,0
73.64,4.87,7.16,43.32,51.23,0
89.03,1.47,6.62,26.51,34.73,0
69.5,7.65,5.83,53.19,81.83,0
48.94,4.79,4.34,0.0,57.4,0
77.76,4.97,4.34,44.83,39.14,0
95.66,3.64,3.58,64.37,73.6,1
78.55,6.28,4.89,49.54,100.0,0
60.55,8.29,6.66,35.46,73.44,1
57.02,2.56,5.87,27.07,57.08,0
58.56,6.16,3.84,82.1,76.97,1
94.04,3.59,6.45,38.78,52.83,1
66.07,1.5,3.24,41.87,57.12,0
62.05,0.01,5.5,37.18,73.26,0
68.1,4.56,7.09,30.69,36.37,0
66.2,6.03,3.24,7.54,70.09,0
88.81,5.02,5.26,36.03,62.17,0
57.83,5.42,3.95,43.54,63.34,0
84.17,9.97,7.44,29.39,54.83,1
71.47,4.82,8.37,6.1,92.72,0
84.48,2.84,5.83,48.73,46.04,0
88.99,3.18,6.32,44.53,57.63,0
71.02,7.59,7.05,67.28,71.48,0
66.22,0.33,6.15,42.96,92.14,0
70.79,6.59,3.76,15.94,42.53,0
68.86,3.54,4.33,64.13,73.52,0
50.12,1.42,4.32,64.68,60.43,0
88.63,0.13,2.4,24.26,100.0,0
72.95,7.2,6.47,52.84,76.83,0
56.04,1.36,3.12,66.39,60.92,0
45.19,3.66,6.24,69.65,41.53,0
42.07,1.06,3.91,65.04,65.02,0
79.25,8.41,4.67,49.52,62.98,1
62.57,3.75,5.84,44.15,20.82,1
64.54,0.13,7.29,36.0,63.22,0
75.86,2.43,6.3,35.32,91.72,0
63.81,6.98,4.82,25.78,75.08,0
76.56,1.06,4.95,51.98,64.23,0
71.14,2.6,3.23,42.25,63.48,0
68.99,6.47,5.96,38.78,56.68,0
51.13,4.36,4.88,42.76,52.74,0
60.16,0.45,3.6,61.56,72.35,0
77.23,4.06,6.17,55.48,56.73,0
61.82,3.12,7.13,15.16,68.53,0
84.46,3.63,4.73,81.63,77.89,1
98.16,5.87,4.16,61.89,35.7,1
77.88,4.1,4.13,37.56,38.79,0
87.91,3.27,5.6,45.05,51.69,0
78.65,3.15,3.21,43.34,57.2,0
63.59,6.19,5.11,29.41,49.55,0
72.4,1.7,4.39,39.31,50.56,0
94.16,1.92,5.76,29.89,49.8,1
63.72,2.94,5.87,58.8,51.76,0
57.53,4.45,3.32,20.09,76.36,0
56.39,2.46,6.0,35.24,55.15,0
67.39,2.19,5.69,30.16,81.37,0
57.96,2.59,4.71,71.61,85.34,0
90.09,3.44,4.35,56.92,74.68,1
72.6,0.25,4.36,52.53,39.32,0
81.66,5.15,4.74,61.49,50.82,0
66.42,3.16,3.6,45.64,77.18,0
56.32,4.85,3.97,42.74,94.33,0
54.29,4.28,5.31,43.1,31.79,0
59.1,4.74,4.14,37.98,80.23,0
74.17,1.32,6.32,55.42,48.48,0
76.24,4.23,4.8,59.4,34.03,0
77.24,2.14,4.29,55.22,77.74,0
52.14,7.51,5.5,38.32,40.39,0
70.0,4.4,4.39,36.52,39.84,0
57.69,0.56,3.83,78.56,100.0,1
74.82,0.73,4.49,39.55,34.65,0
75.75,1.96,1.94,66.07,43.45,1
55.93,5.53,2.04,39.1,63.68,0
81.62,6.38,3.62,39.48,52.01,0
98.07,3.95,3.21,51.51,70.42,1
80.02,3.7,5.98,67.95,73.46,0
68.05,2.67,6.89,50.8,46.84,0
66.2,3.45,5.49,36.06,100.0,0
67.49,6.54,2.15,81.07,36.77,1
60.87,2.63,2.89,48.5,59.59,0
73.03,5.15,5.53,41.5,62.21,0
56.34,2.18,4.74,54.32,65.57,0
47.32,6.03,2.22,29.42,77.85,0
72.64,4.95,3.71,57.17,78.26,0
70.25,5.93,3.39,29.36,63.76,0
63.15,8.21,7.19,54.9,84.41,1
54.61,2.95,6.06,68.91,39.54,0
73.48,5.38,4.57,31.77,68.52,0
58.12,4.67,5.34,46.83,81.38,0
68.33,4.62,5.22,50.32,64.9,0
91.18,4.1,5.12,59.32,59.75,1
77.81,4.1,7.74,52.75,63.06,0
53.57,4.34,7.11,46.31,68.64,0
54.7,5.76,7.29,65.34,68.67,0
71.82,5.57,5.5,48.39,78.78,0
53.5,3.44,4.49,35.17,78.16,0
45.98,3.03,3.14,28.54,60.76,0
76.39,3.55,3.51,62.77,68.99,0
73.85,2.47,6.52,66.92,58.1,0
75.41,7.95,3.09,47.61,33.98,0
73.16,0.32,4.73,22.9,88.9,0
69.22,5.37,2.92,36.79,93.4,0
62.05,5.36,4.85,65.19,68.9,0
76.19,2.17,3.41,53.25,58.85,0
88.36,4.24,6.0,22.51,54.99,0
63.99,6.66,4.63,52.54,90.83,0
57.75,2.67,3.79,44.24,51.77,0
56.38,6.78,3.57,58.29,50.98,0
59.6,6.3,5.2,38.43,25.26,1
72.43,1.73,5.08,64.94,76.29,0
44.32,0.73,4.17,41.27,92.52,0
75.27,3.91,4.52,0.61,74.05,0
77.73,0.4,4.26,35.68,55.43,0
48.42,3.76,1.73,48.77,31.44,1
58.25,2.28,4.94,47.04,73.49,0
70.96,8.94,2.67,37.74,70.82,1
68.28,2.38,3.67,21.64,53.57,0
76.24,4.45,5.48,62.28,62.47,0
68.31,5.25,4.64,69.46,76.69,0
85.18,3.4,7.29,30.8,78.68,0
66.15,2.67,3.8,58.07,76.02,0
58.2,6.57,4.38,54.33,88.96,0
57.24,3.6,5.24,26.24,69.56,0
78.83,3.27,4.94,50.6,76.99,0
70.36,5.49,6.57,87.69,58.29,1
77.6,0.93,5.96,25.14,47.3,0
77.36,0.34,7.08,65.28,74.17,0
45.76,0.56,2.58,44.4,72.87,0
56.32,4.92,6.18,40.82,55.67,0
57.75,3.09,3.53,64.08,82.62,0
60.21,5.57,5.67,35.65,60.7,0
64.96,3.63,4.63,46.34,29.98,1
81.99,0.07,3.97,43.04,67.57,0
84.38,2.61,6.76,30.38,40.46,0
66.49,5.74,2.48,63.61,8.24,1
66.98,2.84,7.72,52.12,60.59,0
61.53,6.47,5.95,79.06,76.49,1
71.07,2.37,5.25,47.28,57.43,0
72.43,5.3,4.78,43.38,67.24,0
79.68,0.96,4.44,40.03,58.81,0
79.58,2.93,5.7,40.74,59.24,0
42.37,2.53,2.91,67.8,34.91,0
68.17,0.01,0.39,36.54,22.14,1
86.61,6.28,5.13,51.85,67.57,0
64.74,1.9,3.88,39.79,54.44,0
83.67,1.64,3.63,25.52,40.16,0
66.32,6.75,2.64,49.88,60.02,0
72.1,3.9,6.81,21.8,40.48,0
56.36,5.45,7.73,48.71,63.04,0
56.81,0.76,4.92,38.17,16.31,1
78.71,1.5,4.77,39.13,86.84,0
80.58,8.72,5.63,43.11,82.66,1
70.32,5.64,5.55,45.34,47.76,0
55.27,0.82,4.22,41.92,72.48,0
70.53,4.06,6.82,52.87,53.6,0
85.09,1.01,6.7,45.11,100.0,0
90.91,6.98,6.11,87.06,37.59,1
66.2,2.17,7.67,28.48,85.13,0
50.08,4.19,6.16,28.12,81.43,0
80.08,4.15,4.02,39.22,43.98,0
66.69,0.72,5.12,32.03,84.74,0
81.32,2.82,6.41,62.99,56.75,0
73.37,4.44,3.42,71.24,50.66,0
59.4,0.95,4.59,38.98,69.68,0
70.7,0.3,2.63,52.72,60.77,0
85.7,3.11,8.02,51.15,67.08,0
68.21,1.42,5.61,38.17,52.4,0
57.58,2.34,5.89,54.27,65.01,0
50.94,3.45,2.74,57.44,83.36,0
60.73,1.22,6.67,19.97,46.22,0
65.08,3.43,5.47,27.3,71.06,0
79.84,4.24,2.3,40.62,53.23,0
56.55,5.45,5.69,40.19,52.84,0
88.65,0.39,3.53,46.17,100.0,0
53.95,1.93,5.08,31.22,92.64,0
97.98,4.97,6.13,29.4,53.92,1
90.71,0.21,5.29,39.58,54.84,1
71.69,3.77,2.23,27.49,50.4,0
50.23,3.57,5.4,62.93,79.68,0
69.33,2.97,6.28,60.61,40.63,0
65.36,2.26,4.7,54.16,71.98,0
54.71,4.33,5.77,60.29,100.0,0
73.49,2.97,5.8,38.57,68.33,0
60.12,2.31,1.97,38.42,83.61,1
61.42,3.89,6.88,51.03,81.32,0
67.56,5.97,4.16,56.63,56.55,0
63.1,4.84,3.91,50.42,40.1,0
94.94,1.61,3.96,49.39,83.44,1
63.57,0.15,6.85,50.26,83.23,0
75.29,4.8,7.21,59.6,99.7,0
71.75,0.56,5.71,61.36,65.17,0
74.23,2.18,4.28,41.49,46.81,0
75.15,4.0,9.36,54.4,67.02,1
80.58,6.37,4.97,13.23,51.88,0
73.2,6.71,4.02,20.12,80.29,0
72.7,3.65,6.54,39.74,78.45,0
70.7,2.23,4.82,35.45,76.79,0
68.34,0.5,8.14,71.29,53.13,0
59.06,8.4,3.73,40.56,61.9,1
69.27,2.78,4.73,50.57,35.43,0
72.9,5.19,7.3,48.16,47.75,0
74.83,3.99,5.73,23.92,53.27,0
72.16,2.26,4.56,49.35,44.53,0
67.2,2.16,3.62,45.5,56.03,0
69.32,0.04,3.3,68.47,68.34,0
63.36,6.31,3.06,36.7,44.67,0
73.76,3.2,6.46,54.33,46.53,0
67.35,7.07,6.18,53.7,68.62,0
72.17,2.38,5.78,32.32,62.36,0
82.01,2.75,3.34,9.8,72.24,0
61.49,0.67,4.56,45.54,81.65,0
77.16,2.72,5.49,63.71,75.95,0
70.4,0.4,6.89,49.65,81.2,0
94.25,4.51,5.54,58.71,74.48,1
67.4,3.77,5.2,35.5,9.13,1
78.34,7.19,3.61,56.55,49.43,0
70.18,0.14,6.35,17.98,39.13,0
53.34,6.54,4.58,53.67,63.87,0
63.75,1.05,2.89,20.12,58.01,0
80.57,4.36,3.67,53.96,80.73,0
64.81,0.64,6.03,36.61,34.16,0
43.36,4.01,6.07,57.71,40.23,0
69.62,2.78,0.98,44.41,55.08,1
56.89,1.82,4.86,61.47,73.95,0
71.58,3.77,3.06,51.53,57.97,0
88.61,7.89,5.59,46.34,76.32,0
79.23,1.82,5.88,62.78,61.59,0
88.44,3.49,3.39,51.72,65.4,0
63.26,2.2,5.01,71.08,68.51,0
68.28,1.29,6.25,44.5,25.76,1
57.47,0.69,6.54,41.85,73.97,0
61.79,2.32,3.73,31.53,59.51,0
58.88,4.67,6.62,36.65,75.41,0
54.32,3.72,5.39,41.42,96.48,0
86.39,0.22,4.26,34.64,88.24,0
44.9,1.09,4.86,54.58,63.1,0
86.44,4.54,6.2,26.16,76.33,0
84.95,3.01,6.17,32.01,51.11,0
76.0,7.53,6.36,13.01,40.44,0
56.63,2.62,3.99,34.65,46.77,0
51.01,6.36,5.34,63.26,78.61,0
63.42,4.86,4.64,37.28,53.83,0
77.5,5.55,5.32,32.41,64.87,0
70.04,4.58,4.24,33.81,63.66,0
57.48,4.64,7.38,50.26,100.0,0
83.78,2.23,4.97,64.16,37.63,0
90.21,2.91,4.79,58.11,61.63,1
67.28,1.84,5.67,25.15,74.96,0
71.31,6.68,6.66,65.91,70.12,0
51.89,1.0,5.07,60.26,59.19,0
65.03,2.8,4.53,52.07,54.7,0
76.13,5.5,6.34,28.02,82.57,0
74.26,4.25,7.61,31.45,44.17,0
63.91,3.92,7.13,33.49,68.19,0
66.71,6.27,3.52,36.96,50.32,0
64.63,4.15,6.16,47.89,51.89,0
66.66,2.14,4.89,4.07,55.74,0
75.08,0.26,6.91,25.75,61.88,0
46.39,4.72,7.75,41.55,56.93,0
69.11,1.57,1.44,59.78,66.66,1
74.2,2.9,5.02,40.4,76.63,0
63.15,6.2,4.32,47.81,73.64,0
64.25,2.95,3.93,61.48,66.4,0
64.6,2.39,3.62,33.05,65.24,0
64.25,2.8,4.33,29.87,67.46,0
70.07,2.87,4.57,28.42,65.33,0
71.55,1.02,4.47,40.83,69.38,0
44.79,7.69,1.97,35.23,37.12,1
77.83,2.13,5.19,69.92,40.37,0
66.52,5.46,6.58,48.65,66.39,0
93.2,0.95,4.16,55.11,71.72,1
55.7,4.87,2.54,32.18,31.57,0
59.59,3.92,5.14,44.26,71.43,0
67.57,3.56,6.59,40.39,50.29,0
74.96,3.94,5.24,47.87,73.01,0
46.59,4.54,3.91,50.73,44.19,0
60.05,2.93,3.43,39.69,100.0,0
77.1,3.06,6.06,41.87,70.89,0
58.62,4.94,4.65,61.93,83.85,0
86.44,0.65,4.22,31.25,60.28,0
64.55,0.26,4.09,55.81,78.82,0
59.21,3.95,5.33,49.36,74.67,0
77.32,1.52,5.18,56.23,54.36,0
89.29,0.71,5.08,40.32,60.04,0
75.0,8.01,3.55,60.5,91.85,1
85.13,7.37,3.46,35.44,85.6,0
90.12,2.07,4.02,52.51,39.57,1
58.94,6.0,5.44,52.46,83.33,0
81.26,6.08,5.82,47.35,59.54,0
51.72,4.68,7.2,60.39,60.58,0
75.1,3.3,3.74,61.57,58.79,0
69.14,5.07,6.09,55.26,80.55,0
84.92,5.49,2.42,71.64,86.83,0
84.07,5.11,5.53,38.99,78.74,0
76.84,0.37,2.73,40.99,63.43,0
73.58,8.58,3.16,49.29,66.36,1
76.1,9.51,6.13,42.37,59.29,1
70.74,1.27,5.23,39.53,42.36,0
69.27,4.78,4.52,23.01,68.87,0
87.31,8.61,2.91,56.68,87.45,1
88.75,6.01,5.55,43.37,82.74,0
68.3,6.03,5.13,44.15,58.51,0
72.85,0.1,6.09,29.73,61.47,0
70.98,5.48,2.4,39.13,66.29,0
50.66,4.1,5.93,48.55,64.02,0
65.96,5.45,4.19,26.92,55.88,0
89.2,0.91,5.44,42.48,72.5,0
61.0,0.82,4.91,38.48,50.52,0
95.37,3.14,3.72,43.45,71.3,1
84.07,2.55,4.38,42.3,89.29,0
74.82,3.11,3.68,24.81,54.29,0
76.73,2.3,4.21,57.73,67.42,0
58.99,3.0,3.64,8.03,69.8,0
66.82,1.83,5.6,48.21,77.68,0
87.3,3.38,3.71,60.6,52.77,0
62.63,0.06,5.84,43.74,36.27,0
82.73,4.79,9.9,24.33,100.0,1
53.48,4.15,4.61,56.83,77.78,0
55.62,0.35,2.63,20.8,49.76,0
92.82,6.82,8.16,39.95,34.5,1
69.86,1.43,5.52,62.06,55.41,0
63.54,6.47,4.8,43.33,71.54,0
86.35,4.32,4.44,45.31,47.17,0
84.95,6.0,3.42,63.48,70.64,0
81.05,3.94,4.49,22.21,66.19,0
63.16,4.92,3.83,45.73,68.83,0
66.56,5.97,3.84,45.09,97.64,0
73.74,8.27,5.88,33.44,88.44,1
78.33,6.19,6.46,35.66,48.22,0
63.9,4.62,4.66,60.05,44.33,0
72.05,0.13,5.75,17.12,48.69,0
73.21,2.54,8.14,42.23,53.77,0
85.44,3.17,3.74,34.43,80.86,0
79.05,1.71,2.55,47.88,59.74,0
51.92,1.81,6.25,37.09,59.1,0
67.44,3.29,3.9,47.61,90.08,0
58.85,5.16,4.21,44.13,68.93,0
76.82,1.95,5.18,45.52,74.39,0
81.08,5.74,6.86,43.4,39.85,0
71.22,3.58,5.2,46.43,64.09,0
66.78,3.59,1.82,48.09,56.18,1
70.83,8.19,5.54,45.95,42.29,1
72.51,3.95,5.35,42.15,59.59,0
62.32,3.36,3.71,60.14,51.79,0
55.38,4.81,2.45,31.05,76.43,0
45.4,7.99,4.43,77.48,64.72,1
85.21,3.38,1.55,31.85,63.85,1
75.96,4.6,2.32,37.76,37.98,0
74.35,3.23,2.97,17.61,80.1,0
85.18,3.24,3.12,40.46,34.26,0
54.93,2.27,6.32,58.22,53.92,0
49.17,2.1,4.77,30.59,59.37,0
74.61,7.74,5.52,65.49,73.51,0
73.52,2.12,5.31,42.37,59.35,0
49.22,0.35,2.69,23.81,48.43,0
74.31,3.81,4.15,32.49,81.01,0
65.2,6.04,4.66,52.04,34.09,0
60.31,6.61,4.8,37.01,77.5,0
66.0,0.51,5.72,69.13,73.71,0
40.7,6.28,6.39,34.59,60.95,0
62.9,8.65,5.55,43.32,65.81,1
61.55,1.79,7.64,35.48,57.39,0
76.69,3.06,5.66,58.77,47.08,0
68.1,0.42,4.2,22.59,43.29,0
77.67,8.13,6.93,14.07,45.77,1
39.41,0.23,3.17,36.92,42.1,0
59.93,2.5,5.8,41.75,81.91,0
76.67,5.46,4.77,19.58,76.8,0
66.29,1.79,3.71,51.44,60.36,0
80.15,1.03,5.31,55.61,21.92,1
48.34,3.37,4.57,39.7,53.81,0
78.77,9.48,2.23,34.77,75.61,1
62.33,2.86,5.28,66.94,64.8,0
61.17,2.98,3.45,28.31,47.71,0
81.89,0.71,5.18,52.97,57.6,0
83.94,4.46,4.81,37.83,78.89,0
82.42,5.71,5.65,47.74,99.93,0
94.46,1.98,1.59,56.83,84.65,1
85.2,4.84,3.51,49.79,59.29,0
60.45,2.0,5.16,17.83,46.31,0
71.7,1.23,9.32,58.7,53.61,1
65.68,4.64,5.21,16.23,87.39,0
94.35,8.69,4.34,54.95,62.47,1
83.26,0.51,6.31,51.77,21.8,1
67.73,3.95,4.12,40.73,29.64,1
80.53,6.77,5.65,51.95,46.49,0
55.21,3.25,5.08,28.29,12.71,1
73.0,0.07,6.61,24.99,80.6,0
58.74,3.61,5.99,53.29,100.0,0
49.74,7.23,4.28,39.99,81.56,0
79.41,2.23,2.75,67.4,83.17,0
80.9,4.08,3.4,39.56,82.04,0
75.49,0.87,5.44,29.65,42.63,0
67.8,3.25,4.92,84.62,61.76,1
54.8,4.47,5.04,23.64,65.47,0
56.06,3.81,5.38,47.25,96.18,0
58.37,2.42,3.77,46.61,52.62,0
67.2,4.61,4.84,55.7,77.35,0
82.91,5.17,4.98,39.94,51.43,0
82.72,5.34,2.84,40.9,43.36,0
50.22,2.77,4.08,42.76,44.74,0
61.68,1.95,5.59,72.01,35.18,0
61.36,8.41,6.05,57.98,62.88,1
39.62,3.84,3.79,32.2,78.82,0
76.79,2.86,5.75,37.07,100.0,0
67.05,0.19,4.08,43.03,78.58,0
68.64,1.17,3.68,31.56,49.8,0
86.15,1.89,7.87,20.89,83.93,0
71.06,4.6,4.38,34.79,79.86,0
64.83,2.61,2.79,31.33,62.13,0
76.86,3.54,4.34,68.65,46.27,0
82.71,0.08,4.6,46.27,33.79,0
73.56,7.01,6.37,22.51,50.13,0
78.27,1.66,4.46,40.38,66.63,0
68.25,4.09,5.57,51.58,90.05,0
69.02,2.17,6.59,55.99,50.5,0
71.36,2.7,4.12,47.98,67.38,0
60.96,1.51,5.44,52.91,74.39,0
63.18,4.24,4.91,42.9,52.54,0
86.53,1.05,5.34,42.94,42.49,0
94.1,4.29,5.15,94.4,64.66,1
89.11,3.2,5.22,35.97,45.77,0
54.12,5.08,4.57,26.11,37.21,0
52.96,5.32,5.04,38.43,92.38,0
55.71,2.71,4.59,43.37,54.2,0
71.61,4.42,8.5,21.5,73.55,0
36.3,2.38,5.91,52.52,69.94,0
62.93,6.79,5.0,35.85,42.92,0
86.89,2.6,4.49,10.3,69.49,0
81.79,3.0,6.47,44.69,70.73,0
63.89,2.33,3.78,32.82,67.55,0
64.8,1.67,3.07,60.21,65.41,0
76.81,8.58,2.96,29.85,74.43,1
81.22,4.72,6.95,36.88,73.09,0
63.6,3.67,6.87,50.17,76.0,0
67.19,2.31,5.24,39.46,43.14,0
63.21,6.28,4.16,30.83,33.64,0
54.02,2.14,4.18,30.79,55.06,0
67.36,3.8,8.06,63.0,63.07,0
66.45,9.01,4.86,36.98,79.14,1
54.87,1.11,5.51,26.97,100.0,0
77.75,4.85,4.34,41.22,51.35,0
75.8,4.22,5.14,42.81,86.07,0
78.35,4.82,5.57,53.62,66.26,0
60.78,2.79,7.71,25.74,53.75,0
46.2,2.02,4.87,70.49,71.94,0
75.61,4.07,5.78,36.88,71.61,0
62.03,2.36,4.46,70.9,69.86,0
59.31,2.33,5.28,48.04,89.8,0
54.92,1.44,5.51,53.51,54.51,0
66.7,2.71,4.69,57.39,71.43,0
88.93,0.81,5.36,38.78,33.74,0
63.93,3.88,3.94,24.65,37.39,0
56.92,1.61,5.75,55.76,63.25,0
77.82,3.39,5.08,77.54,50.69,1
72.07,8.92,4.17,45.16,87.3,1
44.57,6.57,4.82,45.85,79.73,0
77.95,4.98,6.96,50.0,73.2,0
95.54,8.02,4.84,23.1,62.71,1
38.79,3.32,5.64,62.65,46.53,0
55.17,3.34,5.64,26.38,11.12,1
35.82,0.86,5.87,67.44,50.2,0
69.1,6.7,3.34,48.92,71.24,0
81.88,8.39,3.45,64.2,44.23,1
71.27,5.77,3.88,18.23,90.59,0
86.7,7.06,5.91,58.18,67.05,0
79.97,3.34,5.39,47.83,77.04,0
90.43,9.35,5.32,41.25,90.34,1
83.92,3.24,4.82,62.2,47.33,0
65.16,9.39,3.01,56.67,59.91,1
70.8,7.83,4.1,47.67,76.15,0
59.58,5.43,5.32,12.53,37.2,0
67.23,2.64,4.74,40.19,71.54,0
70.74,3.9,5.27,58.59,86.33,0
68.98,1.28,2.66,35.61,75.45,0
86.11,5.83,4.98,49.55,69.96,0
66.04,2.89,1.87,54.77,39.03,1
58.81,2.75,3.04,63.87,63.06,0
59.56,7.36,3.54,48.33,41.23,0
77.86,5.3,2.24,31.18,63.61,0
53.16,0.32,3.8,63.56,65.52,0
67.59,0.15,5.42,41.39,51.14,0
85.93,2.01,6.75,52.72,88.44,0
73.51,3.7,4.2,35.41,40.04,0
69.1,5.69,4.01,25.51,100.0,0
69.57,5.01,4.82,26.26,77.97,0
57.65,0.85,4.6,66.32,79.91,0
59.71,5.05,3.48,44.4,66.5,0
67.66,5.31,5.81,55.9,36.03,0
73.26,4.72,4.56,75.93,52.61,1
